Age,AgeGroup,Gender,MaritalStatus,Department,JobRole,JobLevel,JobSatisfaction,WorkLifeBalance,MonthlyIncome,YearsAtCompany,OverTime,RemoteWork,StockOptions,Attrition,AttritionBinary
32,25–34,Male,Married,Engineering,Senior Engineer,2,2,1,9494,5,Yes,Hybrid,0,No,0
25,25–34,Non-binary,Single,Product & Design,UX Designer,4,4,3,17675,9,No,Remote,1,No,0
39,35–44,Male,Married,Engineering,Senior Engineer,3,4,4,3527,1,No,Remote,1,No,0
30,25–34,Female,Single,Finance & Legal,Finance Manager,2,2,2,8349,0,No,Remote,0,No,0
33,25–34,Female,Single,People & HR,Recruiter,2,3,3,15732,2,Yes,Hybrid,1,No,0
25,25–34,Male,Divorced,Product & Design,Product Manager,2,3,2,16078,6,No,Hybrid,1,No,0
22,Under 25,Female,Single,Product & Design,Product Analyst,3,1,2,11097,0,No,On-site,1,Yes,1
33,25–34,Non-binary,Single,Product & Design,Product Analyst,2,2,3,5490,2,No,Remote,3,Yes,1
39,35–44,Male,Married,People & HR,HR Manager,5,4,2,11329,1,Yes,Hybrid,3,No,0
22,Under 25,Female,Single,Finance & Legal,Finance Manager,1,2,4,9671,1,No,Hybrid,0,No,0
25,25–34,Female,Married,Engineering,Engineering Manager,3,3,3,17413,0,No,Hybrid,1,No,0
27,25–34,Female,Married,People & HR,Recruiter,3,4,3,2026,4,No,Remote,3,No,0
22,Under 25,Male,Single,Engineering,Software Engineer,1,3,3,10107,0,No,Remote,0,Yes,1
29,25–34,Female,Married,Finance & Legal,Financial Analyst,3,2,3,12773,4,No,Remote,2,No,0
42,35–44,Male,Married,Engineering,Data Scientist,3,2,3,4550,1,No,Remote,0,No,0
31,25–34,Male,Married,Product & Design,UX Designer,2,3,1,6464,2,No,Hybrid,1,No,0
22,Under 25,Male,Single,Sales & Marketing,Account Manager,2,4,3,12119,0,No,Hybrid,1,No,0
34,25–34,Male,Married,Sales & Marketing,Sales Executive,2,2,4,12724,1,No,Remote,3,No,0
32,25–34,Male,Married,Product & Design,Product Analyst,5,4,4,12759,6,No,Hybrid,0,Yes,1
32,25–34,Non-binary,Single,Finance & Legal,Legal Counsel,2,1,4,2000,2,No,On-site,1,No,0
30,25–34,Male,Divorced,Sales & Marketing,Marketing Specialist,2,4,3,6765,3,No,Remote,0,Yes,1
25,25–34,Non-binary,Single,People & HR,Recruiter,2,4,2,21723,2,No,Remote,2,No,0
24,Under 25,Female,Divorced,Engineering,Data Scientist,2,3,3,6953,0,Yes,Hybrid,0,No,0
39,35–44,Male,Single,Engineering,Data Scientist,2,4,1,12026,2,No,Hybrid,2,No,0
36,35–44,Male,Married,Sales & Marketing,Marketing Specialist,2,4,3,4221,3,No,Remote,1,Yes,1
24,Under 25,Male,Married,Product & Design,UX Designer,4,2,3,12010,1,No,Hybrid,1,Yes,1
28,25–34,Female,Single,Engineering,Software Engineer,3,3,3,14758,1,No,Remote,0,No,0
22,Under 25,Male,Single,Engineering,Engineering Manager,2,4,3,5654,5,Yes,Hybrid,2,No,0
30,25–34,Male,Single,Finance & Legal,Financial Analyst,1,4,3,11199,1,No,On-site,2,No,0
34,25–34,Female,Single,Engineering,DevOps,2,2,3,14652,7,No,Hybrid,2,No,0
28,25–34,Female,Married,Engineering,DevOps,3,2,2,4267,2,No,Remote,0,No,0
40,35–44,Non-binary,Married,Engineering,Senior Engineer,3,4,4,2882,0,No,Remote,0,No,0
22,Under 25,Female,Married,Engineering,Data Scientist,1,3,2,8976,0,Yes,Hybrid,1,Yes,1
31,25–34,Male,Single,People & HR,HR Specialist,3,2,3,5111,4,No,Hybrid,0,No,0
22,Under 25,Non-binary,Single,Engineering,Senior Engineer,5,4,4,8325,1,No,Remote,1,Yes,1
36,35–44,Female,Single,Engineering,DevOps,1,4,2,10580,2,No,Hybrid,1,No,0
23,Under 25,Female,Divorced,Engineering,Software Engineer,1,1,1,15615,0,No,Remote,3,No,0
34,25–34,Female,Married,Sales & Marketing,Sales Executive,3,3,1,14033,1,No,Hybrid,2,No,0
24,Under 25,Male,Married,Engineering,DevOps,2,3,4,2169,1,No,On-site,3,Yes,1
22,Under 25,Female,Married,Product & Design,Product Manager,4,3,3,15313,3,No,Remote,0,No,0
34,25–34,Male,Married,Engineering,Software Engineer,2,3,3,10918,1,No,Remote,1,No,0
29,25–34,Male,Divorced,Product & Design,Product Manager,2,3,4,2000,2,No,On-site,2,No,0
29,25–34,Male,Single,Engineering,Senior Engineer,2,3,3,3901,2,No,Hybrid,1,Yes,1
38,35–44,Female,Single,Engineering,DevOps,5,3,2,2000,1,No,On-site,1,No,0
30,25–34,Male,Married,Engineering,DevOps,4,2,3,5925,2,No,On-site,1,No,0
35,35–44,Female,Married,Finance & Legal,Financial Analyst,2,2,3,3196,1,No,Hybrid,1,No,0
22,Under 25,Non-binary,Single,Engineering,Software Engineer,3,4,1,11434,0,No,Hybrid,0,Yes,1
34,25–34,Male,Married,Sales & Marketing,Account Manager,2,1,3,7057,4,No,On-site,1,Yes,1
30,25–34,Male,Married,Engineering,Software Engineer,3,3,3,3976,0,No,Remote,1,No,0
27,25–34,Female,Married,Engineering,Engineering Manager,2,1,3,8156,3,No,Hybrid,2,No,0
24,Under 25,Female,Single,People & HR,Recruiter,2,2,3,17560,2,No,Hybrid,1,No,0
22,Under 25,Male,Single,Engineering,Engineering Manager,3,3,3,16421,0,Yes,Remote,3,No,0
42,35–44,Female,Divorced,People & HR,HR Specialist,4,1,2,7374,4,Yes,Remote,1,Yes,1
34,25–34,Male,Single,Product & Design,Product Analyst,1,3,3,7672,1,No,Remote,1,No,0
23,Under 25,Male,Married,Engineering,Senior Engineer,1,3,4,2590,2,No,Hybrid,3,Yes,1
34,25–34,Male,Single,Engineering,DevOps,3,4,2,14683,10,No,Remote,3,No,0
22,Under 25,Female,Married,Product & Design,Product Manager,2,3,3,11629,2,No,Hybrid,2,No,0
32,25–34,Male,Married,People & HR,HR Specialist,3,3,3,3392,0,Yes,Hybrid,0,No,0
34,25–34,Non-binary,Married,Engineering,Senior Engineer,1,4,3,7293,3,Yes,Remote,1,No,0
29,25–34,Female,Single,Engineering,DevOps,2,3,4,18855,2,No,Hybrid,2,No,0
29,25–34,Male,Married,Product & Design,Product Analyst,2,1,1,7997,1,No,Hybrid,2,Yes,1
27,25–34,Female,Single,People & HR,HR Specialist,4,4,3,19203,1,No,Hybrid,0,No,0
38,35–44,Non-binary,Married,People & HR,HR Manager,4,1,3,7180,3,No,Remote,2,No,0
23,Under 25,Male,Divorced,Sales & Marketing,Account Manager,2,4,4,2936,3,No,On-site,2,Yes,1
34,25–34,Male,Single,Engineering,DevOps,1,4,3,7642,7,No,On-site,1,No,0
28,25–34,Male,Married,Sales & Marketing,Account Manager,1,3,3,6648,7,Yes,Hybrid,1,No,0
42,35–44,Female,Married,People & HR,HR Manager,1,3,2,11738,13,No,Hybrid,1,No,0
24,Under 25,Male,Single,Sales & Marketing,Marketing Specialist,3,2,3,4288,8,No,Remote,0,Yes,1
30,25–34,Male,Single,Sales & Marketing,Marketing Specialist,2,2,3,11421,12,Yes,On-site,0,Yes,1
34,25–34,Male,Divorced,Finance & Legal,Financial Analyst,3,3,1,8169,3,No,Hybrid,2,No,0
32,25–34,Male,Married,Engineering,Senior Engineer,2,2,4,9326,7,No,Remote,2,No,0
27,25–34,Male,Married,Engineering,Software Engineer,3,4,2,10997,4,No,Hybrid,0,No,0
36,35–44,Female,Divorced,People & HR,HR Specialist,2,2,1,10676,5,No,Hybrid,0,No,0
23,Under 25,Male,Married,Engineering,DevOps,2,2,4,16451,0,No,On-site,0,No,0
38,35–44,Male,Single,Sales & Marketing,Sales Executive,3,3,3,11482,2,No,Hybrid,0,No,0
39,35–44,Male,Married,Engineering,Engineering Manager,5,4,4,11013,3,No,On-site,2,No,0
37,35–44,Male,Married,Engineering,Senior Engineer,2,4,3,20127,1,No,Hybrid,0,No,0
22,Under 25,Male,Divorced,Sales & Marketing,Marketing Specialist,2,4,4,15703,1,Yes,Hybrid,1,No,0
27,25–34,Male,Single,Engineering,Engineering Manager,2,1,3,4318,3,No,Remote,2,No,0
27,25–34,Male,Single,Product & Design,UX Designer,2,2,4,7864,5,No,On-site,0,No,0
33,25–34,Non-binary,Married,People & HR,Recruiter,5,4,3,16209,3,Yes,Hybrid,2,No,0
29,25–34,Male,Married,Finance & Legal,Legal Counsel,3,1,2,10431,7,No,Hybrid,0,Yes,1
28,25–34,Male,Single,Engineering,DevOps,5,4,3,7413,1,Yes,Remote,0,No,0
33,25–34,Male,Divorced,Product & Design,Product Analyst,2,3,4,5194,3,No,Remote,0,No,0
34,25–34,Female,Single,Sales & Marketing,Sales Executive,3,2,3,2000,1,Yes,On-site,2,No,0
38,35–44,Male,Single,Engineering,DevOps,3,4,3,16923,12,No,Hybrid,0,No,0
25,25–34,Male,Married,Sales & Marketing,Account Manager,2,4,3,7323,0,No,Hybrid,2,No,0
29,25–34,Female,Single,Sales & Marketing,Sales Executive,4,4,3,13250,1,No,Hybrid,2,No,0
34,25–34,Male,Married,People & HR,HR Manager,2,4,4,10212,2,No,On-site,0,No,0
41,35–44,Female,Single,Finance & Legal,Financial Analyst,2,3,4,4202,7,No,Remote,2,No,0
35,35–44,Male,Single,Sales & Marketing,Account Manager,2,4,3,13620,1,No,Hybrid,3,No,0
28,25–34,Female,Single,Product & Design,Product Analyst,4,4,2,11684,0,No,Hybrid,0,No,0
23,Under 25,Male,Married,Sales & Marketing,Marketing Specialist,2,3,4,20011,0,Yes,Remote,0,Yes,1
39,35–44,Non-binary,Married,Product & Design,Product Manager,2,4,3,14013,3,No,Remote,2,No,0
30,25–34,Female,Married,Engineering,Software Engineer,3,2,3,6901,9,No,On-site,1,No,0
33,25–34,Female,Married,Engineering,Engineering Manager,1,2,1,13840,0,No,Hybrid,3,Yes,1
40,35–44,Male,Single,People & HR,HR Specialist,4,2,3,5059,6,No,Remote,2,No,0
30,25–34,Male,Divorced,Product & Design,Product Manager,5,3,1,14785,2,No,Hybrid,1,No,0
28,25–34,Female,Married,Product & Design,UX Designer,3,2,4,12715,0,Yes,Hybrid,2,Yes,1
27,25–34,Male,Married,Product & Design,Product Analyst,3,2,4,11726,0,Yes,On-site,2,No,0
35,35–44,Male,Single,Engineering,Senior Engineer,4,1,3,9739,5,Yes,Remote,2,Yes,1
39,35–44,Male,Single,Sales & Marketing,Sales Executive,4,3,3,11786,8,No,Remote,2,No,0
23,Under 25,Male,Married,Sales & Marketing,Account Manager,1,3,1,10994,9,No,On-site,3,Yes,1
31,25–34,Male,Divorced,Engineering,Software Engineer,2,3,4,8722,4,No,Hybrid,2,No,0
25,25–34,Female,Married,Sales & Marketing,Marketing Specialist,3,2,2,17973,5,No,Hybrid,2,Yes,1
23,Under 25,Female,Single,Product & Design,Product Manager,3,4,2,6404,6,No,Remote,0,No,0
33,25–34,Female,Married,Product & Design,Product Manager,2,4,3,2457,0,Yes,Remote,0,No,0
36,35–44,Male,Single,Finance & Legal,Financial Analyst,5,2,1,5771,1,No,On-site,0,Yes,1
42,35–44,Male,Single,Engineering,Software Engineer,3,4,2,18774,1,No,Hybrid,2,No,0
36,35–44,Female,Single,Engineering,Engineering Manager,1,3,3,10593,0,Yes,Hybrid,0,No,0
35,35–44,Male,Married,Sales & Marketing,Marketing Specialist,3,1,2,2000,1,Yes,Hybrid,2,No,0
34,25–34,Female,Single,Engineering,Software Engineer,4,2,1,10310,1,No,Remote,1,No,0
29,25–34,Male,Single,Finance & Legal,Financial Analyst,3,4,3,9721,2,No,Hybrid,2,No,0
30,25–34,Male,Married,People & HR,HR Manager,4,1,3,4433,0,No,Hybrid,0,No,0
29,25–34,Female,Married,Engineering,Software Engineer,3,1,2,2397,4,No,Remote,0,No,0
36,35–44,Male,Divorced,Finance & Legal,Legal Counsel,4,3,3,5015,2,No,Hybrid,1,No,0
24,Under 25,Male,Single,Sales & Marketing,Marketing Specialist,4,3,2,9958,0,Yes,Hybrid,0,No,0
38,35–44,Male,Married,Product & Design,Product Manager,1,3,1,2000,1,Yes,Remote,1,No,0
32,25–34,Male,Single,Finance & Legal,Legal Counsel,4,3,3,2768,5,Yes,On-site,2,No,0
26,25–34,Female,Single,Engineering,DevOps,1,3,3,5831,2,Yes,On-site,1,No,0
29,25–34,Female,Married,Sales & Marketing,Account Manager,1,3,3,14346,0,Yes,On-site,2,No,0
30,25–34,Female,Married,Sales & Marketing,Marketing Specialist,2,4,3,3815,0,No,Remote,2,No,0
36,35–44,Male,Married,Sales & Marketing,Marketing Specialist,3,3,3,10676,2,No,On-site,2,No,0
22,Under 25,Male,Married,Product & Design,Product Analyst,4,3,2,4034,2,No,Remote,2,No,0
28,25–34,Female,Married,Product & Design,UX Designer,2,1,3,2000,2,Yes,Hybrid,1,Yes,1
32,25–34,Female,Married,Engineering,Senior Engineer,1,2,4,2000,3,No,On-site,2,Yes,1
30,25–34,Male,Single,Sales & Marketing,Account Manager,3,1,3,8796,2,No,On-site,2,No,0
33,25–34,Male,Single,Engineering,Engineering Manager,1,3,2,6546,3,No,Remote,3,No,0
32,25–34,Female,Single,Engineering,Data Scientist,2,1,2,9416,1,No,On-site,1,Yes,1
34,25–34,Male,Divorced,Engineering,Engineering Manager,3,4,2,9812,1,No,Remote,2,No,0
30,25–34,Female,Single,Finance & Legal,Finance Manager,3,3,1,16177,2,Yes,Hybrid,1,No,0
23,Under 25,Male,Divorced,Engineering,Data Scientist,3,1,3,17100,1,No,Hybrid,2,No,0
22,Under 25,Male,Divorced,Finance & Legal,Legal Counsel,2,1,3,17995,1,No,Remote,2,Yes,1
22,Under 25,Female,Single,Engineering,Data Scientist,3,3,3,7753,1,Yes,Remote,1,Yes,1
22,Under 25,Non-binary,Single,Sales & Marketing,Sales Executive,3,2,2,12937,2,No,Remote,1,No,0
27,25–34,Non-binary,Single,Engineering,DevOps,3,3,4,3344,4,Yes,Remote,0,No,0
29,25–34,Female,Married,People & HR,Recruiter,4,3,3,6094,6,No,Hybrid,2,No,0
27,25–34,Male,Married,Sales & Marketing,Marketing Specialist,2,3,3,10656,0,No,Remote,1,Yes,1
23,Under 25,Female,Married,Finance & Legal,Legal Counsel,1,3,3,3327,0,No,On-site,1,No,0
33,25–34,Female,Single,Engineering,Data Scientist,4,3,3,10459,1,Yes,On-site,2,Yes,1
36,35–44,Male,Married,Engineering,DevOps,2,4,2,2000,2,Yes,Hybrid,1,No,0
31,25–34,Male,Married,Product & Design,Product Analyst,4,2,4,6029,2,Yes,On-site,2,Yes,1
31,25–34,Male,Married,Engineering,Engineering Manager,3,4,3,8197,4,No,Hybrid,0,No,0
26,25–34,Female,Married,Engineering,Senior Engineer,1,2,3,6110,9,No,On-site,1,No,0
22,Under 25,Male,Single,People & HR,HR Manager,1,2,3,8923,2,No,Remote,2,No,0
39,35–44,Male,Single,Sales & Marketing,Account Manager,2,3,2,11853,0,No,Remote,2,No,0
22,Under 25,Male,Married,Engineering,DevOps,4,4,3,7613,1,No,Hybrid,0,No,0
39,35–44,Male,Divorced,Product & Design,Product Analyst,3,2,3,6179,1,No,Remote,3,No,0
32,25–34,Male,Married,Sales & Marketing,Account Manager,1,1,3,10456,2,No,On-site,2,No,0
28,25–34,Female,Married,Sales & Marketing,Sales Executive,5,3,4,8382,6,No,Remote,2,No,0
34,25–34,Female,Married,Product & Design,UX Designer,1,3,2,8983,1,No,Remote,1,No,0
22,Under 25,Male,Single,People & HR,HR Specialist,3,4,3,10581,15,No,On-site,1,No,0
42,35–44,Male,Married,Engineering,Data Scientist,2,3,4,11269,2,Yes,Hybrid,1,No,0
22,Under 25,Male,Married,Engineering,DevOps,1,3,1,11861,1,No,Remote,0,No,0
22,Under 25,Male,Divorced,Product & Design,Product Manager,2,4,3,8802,4,Yes,Hybrid,1,No,0
39,35–44,Male,Single,People & HR,HR Manager,3,2,2,4875,2,No,Hybrid,0,No,0
41,35–44,Male,Single,Product & Design,UX Designer,4,4,2,12632,1,No,Hybrid,1,No,0
33,25–34,Male,Divorced,Finance & Legal,Legal Counsel,2,3,4,8666,8,No,Remote,3,No,0
24,Under 25,Female,Single,Engineering,Senior Engineer,2,2,3,8165,0,No,On-site,2,Yes,1
39,35–44,Female,Married,Finance & Legal,Finance Manager,2,3,4,14261,5,No,Remote,0,No,0
33,25–34,Female,Single,Finance & Legal,Finance Manager,2,3,3,10018,1,No,Remote,2,No,0
37,35–44,Non-binary,Single,People & HR,Recruiter,2,3,2,3848,6,No,Hybrid,2,No,0
25,25–34,Female,Married,People & HR,HR Manager,1,2,3,11488,1,No,On-site,1,No,0
35,35–44,Non-binary,Single,People & HR,HR Specialist,5,2,3,14083,0,No,Hybrid,1,No,0
23,Under 25,Male,Married,Engineering,Data Scientist,3,3,3,15248,0,Yes,Hybrid,1,Yes,1
36,35–44,Male,Single,Finance & Legal,Finance Manager,5,2,4,11285,0,No,Hybrid,1,Yes,1
33,25–34,Male,Single,Sales & Marketing,Sales Executive,2,4,2,11269,7,Yes,Hybrid,0,No,0
30,25–34,Female,Single,Sales & Marketing,Sales Executive,2,3,3,20409,2,No,On-site,1,No,0
33,25–34,Male,Divorced,Finance & Legal,Financial Analyst,3,3,3,6445,1,No,Hybrid,0,No,0
41,35–44,Female,Married,Engineering,Engineering Manager,1,3,3,15445,0,No,Hybrid,1,No,0
31,25–34,Male,Married,Finance & Legal,Legal Counsel,4,3,3,10416,1,Yes,Remote,2,No,0
26,25–34,Male,Married,Finance & Legal,Financial Analyst,3,4,4,11783,2,No,On-site,0,Yes,1
22,Under 25,Female,Married,Finance & Legal,Finance Manager,4,3,1,2000,1,No,On-site,2,Yes,1
22,Under 25,Male,Single,Engineering,Engineering Manager,3,1,3,9028,1,Yes,Hybrid,1,Yes,1
24,Under 25,Male,Married,Engineering,Data Scientist,3,2,3,3011,1,No,Remote,2,No,0
25,25–34,Male,Divorced,Product & Design,UX Designer,5,2,3,4339,0,Yes,On-site,1,Yes,1
32,25–34,Female,Divorced,Finance & Legal,Financial Analyst,3,3,3,26131,1,No,Remote,2,No,0
32,25–34,Male,Divorced,People & HR,HR Specialist,3,3,2,3709,0,No,Remote,1,No,0
29,25–34,Female,Divorced,Engineering,Senior Engineer,1,3,2,16529,9,Yes,On-site,2,Yes,1
40,35–44,Female,Single,Engineering,DevOps,1,4,3,13144,0,Yes,Remote,0,No,0
22,Under 25,Female,Single,Product & Design,Product Manager,4,4,3,6287,8,No,Remote,1,No,0
41,35–44,Male,Married,Product & Design,Product Analyst,2,3,3,4190,0,Yes,Remote,0,Yes,1
39,35–44,Male,Single,Finance & Legal,Financial Analyst,2,4,2,7600,6,Yes,Hybrid,1,No,0
29,25–34,Non-binary,Divorced,Product & Design,UX Designer,1,2,3,10553,1,No,Hybrid,0,Yes,1
25,25–34,Male,Single,Engineering,Engineering Manager,2,1,1,6784,0,No,Hybrid,2,No,0
35,35–44,Male,Married,Product & Design,Product Analyst,1,2,3,10169,0,No,On-site,1,No,0
36,35–44,Male,Married,Sales & Marketing,Account Manager,1,1,3,13093,0,Yes,Remote,2,Yes,1
35,35–44,Female,Married,Product & Design,Product Manager,3,4,3,10513,2,Yes,On-site,0,No,0
55,45+,Male,Single,People & HR,Recruiter,3,2,3,5666,7,Yes,Remote,2,Yes,1
31,25–34,Female,Married,Engineering,Engineering Manager,3,4,1,7907,2,No,Remote,0,No,0
33,25–34,Female,Married,Finance & Legal,Financial Analyst,2,1,3,7910,7,No,Remote,1,No,0
29,25–34,Female,Single,Sales & Marketing,Sales Executive,3,4,3,9394,1,Yes,Hybrid,0,No,0
29,25–34,Female,Single,Engineering,Software Engineer,2,2,4,15141,1,No,Remote,1,No,0
31,25–34,Male,Married,Sales & Marketing,Marketing Specialist,2,4,4,12990,1,Yes,Remote,3,No,0
30,25–34,Male,Married,Finance & Legal,Financial Analyst,4,4,3,7887,5,No,On-site,0,No,0
34,25–34,Female,Married,Finance & Legal,Legal Counsel,4,2,3,12019,1,No,On-site,0,No,0
25,25–34,Male,Divorced,Sales & Marketing,Account Manager,4,4,3,6566,4,No,Remote,1,No,0
40,35–44,Female,Married,Engineering,DevOps,2,2,3,15860,1,No,Remote,1,Yes,1
27,25–34,Female,Single,Engineering,Software Engineer,3,4,2,5240,0,No,Hybrid,0,No,0
24,Under 25,Male,Single,Engineering,Software Engineer,4,1,3,2962,0,No,On-site,0,Yes,1
29,25–34,Non-binary,Married,Sales & Marketing,Sales Executive,3,3,3,16028,0,Yes,On-site,1,No,0
26,25–34,Female,Single,Product & Design,Product Analyst,1,4,2,10089,3,Yes,Hybrid,3,No,0
37,35–44,Female,Single,Product & Design,UX Designer,4,3,2,7324,0,No,Remote,2,No,0
38,35–44,Male,Married,Engineering,Engineering Manager,2,4,4,8191,0,No,Remote,3,Yes,1
35,35–44,Male,Married,Engineering,DevOps,3,4,2,8106,3,No,Remote,3,No,0
23,Under 25,Male,Single,Sales & Marketing,Sales Executive,3,1,3,13084,1,No,Hybrid,1,No,0
40,35–44,Female,Married,Engineering,DevOps,1,3,2,5424,8,Yes,Remote,2,No,0
24,Under 25,Male,Single,Engineering,DevOps,3,4,2,7009,0,Yes,Remote,3,No,0
38,35–44,Male,Married,Engineering,DevOps,1,4,3,4674,12,No,Hybrid,1,No,0
42,35–44,Female,Married,Engineering,Engineering Manager,2,3,4,19773,2,No,Hybrid,0,No,0
26,25–34,Female,Single,People & HR,HR Manager,4,3,1,9022,2,No,Remote,0,Yes,1
27,25–34,Female,Single,Engineering,DevOps,2,3,1,11323,3,No,On-site,1,No,0
45,45+,Female,Single,Engineering,Software Engineer,3,2,3,11205,5,No,Hybrid,0,No,0
26,25–34,Male,Married,Engineering,Senior Engineer,1,4,2,16073,0,No,Remote,2,No,0
29,25–34,Male,Married,Finance & Legal,Legal Counsel,2,3,4,11395,2,No,Remote,1,Yes,1
31,25–34,Male,Divorced,Sales & Marketing,Marketing Specialist,1,4,3,4770,1,No,Hybrid,2,No,0
33,25–34,Male,Single,People & HR,HR Manager,3,3,3,3695,8,Yes,Hybrid,2,No,0
29,25–34,Male,Single,Finance & Legal,Financial Analyst,4,4,2,8816,10,No,Remote,0,No,0
26,25–34,Male,Married,Finance & Legal,Finance Manager,3,3,3,4863,4,No,Hybrid,0,No,0
54,45+,Male,Single,Sales & Marketing,Account Manager,2,2,2,22468,8,No,Remote,3,No,0
32,25–34,Male,Single,Product & Design,Product Manager,1,4,3,13158,1,No,Remote,1,No,0
43,35–44,Male,Married,Sales & Marketing,Marketing Specialist,3,1,3,10581,1,No,Remote,0,No,0
30,25–34,Male,Married,Engineering,Data Scientist,2,4,3,7954,0,Yes,Hybrid,2,No,0
27,25–34,Female,Single,Engineering,Data Scientist,2,1,4,6456,1,No,Hybrid,0,Yes,1
22,Under 25,Non-binary,Single,Product & Design,UX Designer,3,4,1,8625,2,Yes,On-site,1,Yes,1
38,35–44,Male,Married,Engineering,Data Scientist,3,1,3,7696,2,No,Hybrid,2,No,0
33,25–34,Non-binary,Single,People & HR,Recruiter,3,3,4,13167,2,No,Hybrid,2,No,0
22,Under 25,Female,Single,Product & Design,Product Manager,3,4,3,12832,0,No,Remote,3,No,0
36,35–44,Female,Single,Finance & Legal,Financial Analyst,2,4,2,2000,0,No,Remote,0,Yes,1
24,Under 25,Male,Divorced,Engineering,Software Engineer,2,3,3,6770,8,No,On-site,0,No,0
27,25–34,Male,Married,Engineering,DevOps,2,3,4,2000,1,No,Hybrid,1,Yes,1
29,25–34,Female,Single,Product & Design,UX Designer,1,4,3,2000,0,No,Hybrid,2,No,0
37,35–44,Female,Single,Sales & Marketing,Marketing Specialist,2,2,2,2000,0,No,Remote,2,Yes,1
37,35–44,Male,Married,Sales & Marketing,Marketing Specialist,1,4,3,8355,3,No,Remote,2,No,0
26,25–34,Female,Single,Finance & Legal,Financial Analyst,1,3,3,10929,16,No,Hybrid,1,No,0
32,25–34,Male,Married,People & HR,HR Manager,4,4,3,10431,3,No,Hybrid,1,No,0
25,25–34,Female,Single,Sales & Marketing,Marketing Specialist,1,2,3,13690,0,No,Remote,1,No,0
32,25–34,Male,Divorced,Product & Design,Product Analyst,2,3,4,9030,14,No,Remote,1,No,0
28,25–34,Male,Married,Product & Design,Product Analyst,4,4,3,3984,6,Yes,Hybrid,2,No,0
29,25–34,Female,Single,Product & Design,UX Designer,4,4,3,2000,2,No,Remote,1,No,0
32,25–34,Male,Single,People & HR,HR Specialist,2,4,4,8642,1,No,Hybrid,0,Yes,1
42,35–44,Female,Married,Engineering,Software Engineer,3,3,4,4930,1,Yes,Hybrid,0,Yes,1
29,25–34,Male,Married,Finance & Legal,Finance Manager,1,3,4,9971,2,No,Remote,1,No,0
29,25–34,Female,Single,Engineering,Data Scientist,1,3,3,16042,0,Yes,Remote,1,No,0
37,35–44,Male,Single,Engineering,Software Engineer,3,4,1,13740,2,Yes,Hybrid,1,No,0
35,35–44,Male,Single,People & HR,Recruiter,3,2,3,13978,0,No,On-site,2,Yes,1
37,35–44,Female,Single,Sales & Marketing,Marketing Specialist,3,4,2,6813,0,No,Remote,3,No,0
27,25–34,Female,Divorced,Sales & Marketing,Marketing Specialist,1,3,3,7376,0,No,Remote,0,No,0
38,35–44,Non-binary,Single,People & HR,HR Manager,2,4,3,3006,1,Yes,Hybrid,2,No,0
37,35–44,Male,Single,Product & Design,Product Analyst,2,2,3,8492,2,No,Hybrid,0,Yes,1
36,35–44,Male,Divorced,Product & Design,UX Designer,1,3,3,15347,0,No,On-site,1,Yes,1
34,25–34,Female,Single,Product & Design,Product Analyst,4,4,2,8352,0,No,Hybrid,0,Yes,1
40,35–44,Male,Single,Product & Design,UX Designer,2,2,4,4322,1,No,Remote,1,No,0
28,25–34,Male,Single,Engineering,Data Scientist,2,4,3,14594,3,No,Hybrid,0,No,0
28,25–34,Male,Married,Engineering,Data Scientist,5,4,1,16132,1,No,Hybrid,0,No,0
27,25–34,Female,Single,Engineering,Data Scientist,2,3,3,8972,0,Yes,On-site,0,No,0
29,25–34,Male,Single,Finance & Legal,Legal Counsel,4,3,3,7820,4,No,On-site,1,No,0
38,35–44,Male,Married,Engineering,Data Scientist,3,2,3,13946,2,No,On-site,1,Yes,1
38,35–44,Female,Married,Sales & Marketing,Account Manager,2,3,3,11466,2,No,On-site,0,No,0
23,Under 25,Female,Married,Product & Design,Product Analyst,1,4,3,2000,1,No,Hybrid,1,Yes,1
27,25–34,Male,Married,Engineering,Engineering Manager,2,4,3,5359,1,No,Hybrid,1,No,0
23,Under 25,Male,Single,Sales & Marketing,Marketing Specialist,2,2,4,7489,9,No,Remote,1,No,0
40,35–44,Male,Single,Engineering,Data Scientist,1,3,3,3147,1,No,Remote,3,No,0
29,25–34,Female,Divorced,Sales & Marketing,Marketing Specialist,2,3,3,14815,2,Yes,Hybrid,1,No,0
30,25–34,Female,Married,Sales & Marketing,Account Manager,2,3,4,11393,1,No,Hybrid,1,No,0
35,35–44,Male,Single,Finance & Legal,Legal Counsel,2,4,3,12869,2,Yes,Remote,2,No,0
27,25–34,Male,Married,Sales & Marketing,Sales Executive,4,3,3,8139,0,Yes,Remote,0,Yes,1
23,Under 25,Female,Married,Finance & Legal,Legal Counsel,2,2,4,12429,1,No,Hybrid,2,No,0
30,25–34,Male,Single,Engineering,Data Scientist,2,3,3,6198,0,No,Hybrid,3,Yes,1
40,35–44,Male,Married,People & HR,HR Manager,2,3,3,5663,10,No,Hybrid,0,No,0
37,35–44,Female,Married,Engineering,Senior Engineer,5,1,3,10749,5,No,Hybrid,1,No,0
30,25–34,Male,Divorced,Engineering,DevOps,4,4,3,2000,9,No,Remote,1,No,0
34,25–34,Male,Married,People & HR,Recruiter,2,3,1,15317,2,No,Remote,1,No,0
