Age,AgeGroup,Gender,MaritalStatus,Department,JobRole,JobLevel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,PerformanceRating,Education,MonthlyIncome,YearsAtCompany,NumCompaniesWorked,OverTime,DistanceFromHome,TrainingTimesLastYear,Attrition,AttritionBinary
41,35–44,Male,Married,Research & Development,Laboratory Technician,1,3,2,4,3,2,6680,15,6,Yes,9,1,No,0
41,35–44,Male,Married,Research & Development,Healthcare Representative,1,3,3,3,3,3,6704,0,9,No,4,0,No,0
46,45+,Male,Single,Sales,Sales Representative,3,1,3,3,3,4,4492,4,3,Yes,5,6,Yes,1
60,45+,Male,Single,Research & Development,Manager,5,3,4,3,3,4,1010,8,9,No,11,2,No,0
40,35–44,Male,Married,Human Resources,Manager,1,4,2,3,3,3,7791,8,2,Yes,18,0,Yes,1
32,25–34,Female,Married,Research & Development,Healthcare Representative,3,4,4,4,3,3,6255,5,7,No,2,6,No,0
36,35–44,Male,Married,Research & Development,Research Scientist,1,4,2,3,4,3,8500,1,8,Yes,3,0,Yes,1
21,Under 25,Female,Married,Sales,Sales Representative,3,1,4,3,3,2,4365,9,0,No,24,6,No,0
30,25–34,Male,Married,Research & Development,Manager,1,4,3,3,4,1,11383,7,9,No,7,0,No,0
33,25–34,Female,Divorced,Human Resources,Manager,2,4,3,3,3,4,2992,0,8,No,1,1,No,0
32,25–34,Female,Single,Sales,Sales Representative,2,4,3,3,3,2,13348,3,6,No,9,5,No,0
38,35–44,Male,Married,Research & Development,Laboratory Technician,4,1,2,1,3,2,1000,1,0,No,29,6,Yes,1
29,25–34,Female,Married,Research & Development,Manager,2,4,2,4,3,3,8239,2,6,Yes,15,6,No,0
47,45+,Male,Married,Research & Development,Healthcare Representative,2,4,1,3,3,3,8401,0,4,No,12,6,No,0
37,35–44,Female,Married,Research & Development,Laboratory Technician,4,4,1,3,3,1,3317,3,9,No,2,2,No,0
36,35–44,Male,Married,Research & Development,Laboratory Technician,2,1,2,2,3,2,8197,4,6,Yes,18,5,Yes,1
34,25–34,Male,Divorced,Research & Development,Research Scientist,1,4,4,1,3,3,11618,5,8,Yes,6,5,No,0
38,35–44,Male,Single,Sales,Manager,2,4,3,2,3,3,1000,6,7,No,19,0,No,0
44,35–44,Male,Married,Research & Development,Laboratory Technician,3,3,1,3,3,2,8510,10,5,No,3,2,No,0
29,25–34,Male,Single,Research & Development,Manager,2,3,4,2,3,3,1000,1,1,No,1,5,Yes,1
31,25–34,Female,Single,Research & Development,Laboratory Technician,1,4,3,4,3,3,2637,0,7,No,5,3,No,0
34,25–34,Male,Married,Human Resources,Manager,2,3,4,2,3,4,13016,11,3,Yes,2,0,Yes,1
24,Under 25,Male,Single,Research & Development,Healthcare Representative,4,3,3,2,3,3,4172,1,7,Yes,11,0,No,0
29,25–34,Male,Divorced,Research & Development,Laboratory Technician,1,3,1,2,3,2,1804,22,6,No,28,0,Yes,1
32,25–34,Male,Divorced,Research & Development,Healthcare Representative,2,4,3,1,3,3,5708,11,3,Yes,10,3,No,0
44,35–44,Male,Married,Research & Development,Laboratory Technician,3,1,3,3,3,4,14771,4,7,No,19,3,No,0
39,35–44,Female,Married,Research & Development,Healthcare Representative,1,3,1,3,3,1,1000,23,1,No,5,1,Yes,1
38,35–44,Male,Married,Research & Development,Research Scientist,2,3,1,3,3,3,2294,0,8,Yes,13,4,No,0
44,35–44,Male,Divorced,Research & Development,Research Scientist,4,4,1,2,3,1,12489,2,5,No,16,2,No,0
35,35–44,Male,Married,Research & Development,Research Scientist,1,3,2,3,3,1,13930,6,6,Yes,11,4,No,0
40,35–44,Male,Single,Research & Development,Manager,3,4,3,3,3,3,6086,2,9,No,6,0,No,0
36,35–44,Female,Married,Sales,Manager,4,4,3,4,3,2,1543,15,0,Yes,8,5,No,0
39,35–44,Male,Married,Research & Development,Research Scientist,2,1,1,2,3,4,14883,0,2,No,10,0,No,0
31,25–34,Male,Married,Sales,Manager,1,3,3,3,4,3,12877,4,9,Yes,2,5,Yes,1
18,Under 25,Male,Divorced,Research & Development,Healthcare Representative,4,1,3,3,3,3,9215,5,4,No,14,1,Yes,1
35,35–44,Male,Divorced,Research & Development,Laboratory Technician,3,2,2,3,4,3,3250,6,6,No,27,6,No,0
49,45+,Male,Married,Sales,Sales Representative,1,3,1,3,3,3,6303,1,0,Yes,5,4,No,0
45,45+,Male,Married,Research & Development,Laboratory Technician,1,4,1,2,3,1,5858,2,8,No,10,6,No,0
45,45+,Female,Divorced,Sales,Sales Executive,3,4,3,3,3,4,7823,11,4,Yes,12,6,No,0
48,45+,Male,Single,Sales,Manager,2,1,1,2,3,5,12304,1,2,No,9,0,Yes,1
37,35–44,Male,Married,Research & Development,Healthcare Representative,2,1,2,3,4,2,10017,10,6,Yes,7,4,No,0
38,35–44,Male,Single,Research & Development,Healthcare Representative,4,3,3,2,3,2,2190,4,9,No,19,1,Yes,1
31,25–34,Male,Divorced,Sales,Sales Executive,2,3,3,4,4,2,12005,8,7,Yes,5,4,No,0
34,25–34,Male,Married,Research & Development,Healthcare Representative,4,2,2,2,3,3,7752,7,9,No,1,5,No,0
42,35–44,Female,Single,Research & Development,Healthcare Representative,3,4,2,4,3,3,9248,1,9,Yes,16,2,No,0
47,45+,Female,Divorced,Sales,Manager,1,4,3,3,4,4,12366,5,2,No,10,6,No,0
35,35–44,Male,Married,Research & Development,Healthcare Representative,3,3,4,4,3,4,2053,12,6,Yes,17,1,No,0
32,25–34,Male,Divorced,Sales,Sales Representative,2,4,4,3,4,3,6356,3,6,No,1,4,No,0
37,35–44,Male,Single,Sales,Sales Executive,1,2,3,3,3,3,4374,20,3,No,1,0,No,0
42,35–44,Male,Married,Research & Development,Manager,2,4,2,3,3,3,1000,3,9,Yes,24,3,No,0
24,Under 25,Female,Married,Research & Development,Healthcare Representative,2,3,2,2,3,3,7886,0,8,No,1,3,Yes,1
18,Under 25,Female,Married,Research & Development,Manager,2,1,4,3,4,3,16546,2,0,Yes,14,1,Yes,1
32,25–34,Female,Married,Research & Development,Healthcare Representative,5,4,1,2,3,3,1000,18,0,No,15,3,No,0
26,25–34,Male,Divorced,Human Resources,Manager,4,3,4,4,3,3,6370,2,4,No,11,2,Yes,1
32,25–34,Male,Married,Research & Development,Research Scientist,1,4,3,2,3,3,9062,12,2,No,1,1,No,0
35,35–44,Female,Divorced,Research & Development,Healthcare Representative,3,2,4,3,3,3,6992,12,9,No,9,0,No,0
32,25–34,Female,Single,Research & Development,Healthcare Representative,1,1,1,3,3,4,6047,2,8,Yes,19,0,No,0
50,45+,Female,Single,Sales,Sales Executive,1,1,3,3,3,3,1303,0,4,No,4,1,Yes,1
39,35–44,Male,Single,Research & Development,Research Scientist,1,3,3,3,3,3,7431,7,6,Yes,4,3,Yes,1
39,35–44,Male,Married,Sales,Sales Representative,2,3,1,2,3,3,3472,2,0,No,5,3,No,0
42,35–44,Male,Married,Sales,Sales Executive,1,2,2,3,3,3,1000,9,1,No,1,0,No,0
26,25–34,Male,Divorced,Human Resources,Manager,2,4,4,3,3,2,11278,3,3,No,20,2,No,0
46,45+,Male,Married,Research & Development,Laboratory Technician,1,4,3,4,3,1,10333,3,8,Yes,18,5,No,0
36,35–44,Female,Married,Research & Development,Laboratory Technician,2,4,3,3,3,3,6706,9,4,No,29,3,No,0
43,35–44,Male,Married,Research & Development,Laboratory Technician,4,3,1,4,4,3,7416,2,4,No,7,2,No,0
27,25–34,Male,Single,Sales,Manager,5,4,4,1,3,5,10797,3,8,Yes,12,6,No,0
23,Under 25,Female,Single,Sales,Sales Executive,3,3,4,3,3,3,7397,2,7,No,2,3,No,0
44,35–44,Male,Married,Sales,Sales Executive,2,3,3,2,4,3,10116,2,1,No,9,5,No,0
40,35–44,Female,Married,Research & Development,Healthcare Representative,3,2,3,1,3,2,5310,4,6,No,9,1,No,0
28,25–34,Male,Married,Research & Development,Healthcare Representative,3,2,3,2,3,1,11747,9,0,No,20,4,No,0
29,25–34,Male,Married,Research & Development,Laboratory Technician,3,1,3,3,4,4,7783,2,9,No,15,0,No,0
47,45+,Female,Married,Sales,Sales Representative,1,3,2,2,3,2,7276,4,8,Yes,25,1,Yes,1
26,25–34,Female,Married,Human Resources,Human Resources,2,2,4,3,4,3,1419,6,2,No,18,3,Yes,1
51,45+,Male,Divorced,Research & Development,Laboratory Technician,2,2,3,4,3,3,7647,1,1,Yes,18,5,No,0
28,25–34,Female,Single,Research & Development,Healthcare Representative,2,4,2,3,3,3,3172,1,3,No,1,0,No,0
42,35–44,Male,Married,Research & Development,Research Scientist,2,2,3,3,3,4,3946,16,3,No,16,4,No,0
34,25–34,Male,Married,Research & Development,Manager,3,2,4,3,3,3,3238,7,2,No,8,4,No,0
42,35–44,Male,Divorced,Sales,Sales Representative,3,1,1,3,3,2,2235,5,1,No,4,5,No,0
32,25–34,Male,Single,Research & Development,Research Scientist,1,4,2,2,3,4,14999,6,4,Yes,1,5,Yes,1
35,35–44,Female,Married,Research & Development,Laboratory Technician,2,1,3,3,3,4,11825,0,3,No,10,3,Yes,1
37,35–44,Female,Married,Sales,Sales Executive,3,3,2,3,3,2,14181,5,4,No,3,0,No,0
27,25–34,Female,Married,Sales,Sales Executive,1,3,4,3,3,1,1608,4,7,Yes,5,6,Yes,1
43,35–44,Female,Single,Sales,Sales Representative,1,3,1,3,4,1,6785,4,1,No,10,6,Yes,1
32,25–34,Male,Single,Sales,Manager,3,3,4,3,3,2,1325,2,8,No,21,3,No,0
34,25–34,Female,Married,Research & Development,Research Scientist,2,4,1,3,3,5,3717,0,9,No,15,4,No,0
28,25–34,Female,Married,Research & Development,Research Scientist,4,1,1,2,4,3,2827,1,0,Yes,5,1,No,0
18,Under 25,Female,Single,Research & Development,Research Scientist,3,2,4,3,3,3,11458,18,7,No,4,1,No,0
35,35–44,Female,Married,Sales,Manager,4,2,3,3,4,4,4915,3,4,Yes,2,2,No,0
58,45+,Female,Single,Research & Development,Manager,1,1,2,2,3,3,10773,3,1,Yes,4,4,No,0
44,35–44,Male,Divorced,Research & Development,Healthcare Representative,1,2,2,2,3,3,8916,0,7,Yes,1,6,Yes,1
36,35–44,Female,Married,Sales,Sales Representative,2,2,3,2,3,5,15714,0,4,Yes,29,6,Yes,1
34,25–34,Female,Divorced,Research & Development,Manager,1,3,3,3,3,4,1000,7,9,Yes,7,4,No,0
37,35–44,Female,Married,Research & Development,Laboratory Technician,2,3,4,2,4,4,11536,4,9,No,1,3,No,0
41,35–44,Male,Divorced,Research & Development,Healthcare Representative,3,2,4,3,3,3,11085,4,2,No,3,2,No,0
26,25–34,Male,Married,Research & Development,Laboratory Technician,4,4,3,3,3,4,2606,1,6,Yes,7,5,Yes,1
47,45+,Female,Married,Sales,Manager,4,2,3,3,3,2,10528,8,3,Yes,6,2,No,0
43,35–44,Male,Married,Research & Development,Laboratory Technician,2,2,3,3,3,3,7844,1,9,No,1,0,No,0
43,35–44,Female,Married,Research & Development,Manager,3,3,4,3,3,5,5590,1,5,No,27,3,No,0
40,35–44,Male,Married,Research & Development,Laboratory Technician,1,1,1,3,3,2,3204,3,9,Yes,2,5,Yes,1
37,35–44,Male,Single,Research & Development,Manager,2,1,2,1,4,4,3623,2,7,Yes,1,5,No,0
43,35–44,Male,Single,Research & Development,Manager,4,3,1,3,3,3,14699,1,0,Yes,1,6,Yes,1
42,35–44,Male,Married,Sales,Sales Representative,1,4,1,3,3,1,6502,6,1,Yes,7,1,No,0
33,25–34,Male,Married,Sales,Sales Executive,2,4,2,3,3,4,9628,6,7,Yes,1,0,No,0
31,25–34,Male,Single,Research & Development,Healthcare Representative,4,1,3,3,3,2,3336,10,6,No,1,2,Yes,1
37,35–44,Male,Married,Sales,Sales Representative,1,4,4,2,3,3,3380,3,9,Yes,4,1,No,0
50,45+,Male,Married,Research & Development,Healthcare Representative,5,4,3,3,3,1,10827,0,8,No,8,4,No,0
25,25–34,Male,Divorced,Human Resources,Human Resources,1,3,2,2,3,5,1101,1,1,Yes,1,3,Yes,1
23,Under 25,Male,Single,Research & Development,Research Scientist,4,4,1,3,3,2,4839,23,7,No,3,2,No,0
38,35–44,Male,Married,Research & Development,Laboratory Technician,2,3,3,3,4,2,6636,5,5,No,4,4,No,0
37,35–44,Female,Divorced,Research & Development,Laboratory Technician,1,2,2,3,3,2,6945,7,0,No,1,5,No,0
38,35–44,Male,Married,Research & Development,Laboratory Technician,1,3,3,1,3,5,5783,0,3,No,6,6,Yes,1
39,35–44,Male,Single,Research & Development,Research Scientist,3,3,4,3,3,4,8083,4,1,No,1,2,No,0
34,25–34,Female,Divorced,Human Resources,Human Resources,4,3,1,3,3,4,9271,0,6,No,1,1,No,0
50,45+,Male,Married,Research & Development,Laboratory Technician,3,3,2,2,3,3,9438,5,8,No,6,0,No,0
22,Under 25,Female,Married,Human Resources,Manager,4,4,3,3,3,3,2556,15,5,No,2,1,Yes,1
29,25–34,Female,Divorced,Research & Development,Laboratory Technician,4,4,4,3,3,1,5363,20,3,No,1,3,Yes,1
36,35–44,Male,Divorced,Sales,Sales Representative,1,4,4,3,3,3,11279,4,4,No,4,6,No,0
22,Under 25,Male,Married,Sales,Sales Representative,3,4,4,3,4,2,10078,3,0,No,22,3,No,0
35,35–44,Male,Single,Sales,Sales Representative,2,4,2,3,3,5,1008,17,3,No,11,2,No,0
51,45+,Male,Married,Sales,Manager,2,1,4,3,3,4,7905,6,9,Yes,15,1,No,0
37,35–44,Male,Single,Sales,Manager,1,2,1,3,3,3,1000,0,2,Yes,18,0,Yes,1
39,35–44,Male,Single,Research & Development,Healthcare Representative,2,3,1,3,4,2,6687,3,8,No,29,5,No,0
25,25–34,Female,Married,Sales,Sales Representative,3,4,4,3,4,4,14091,1,5,Yes,12,3,No,0
31,25–34,Male,Divorced,Research & Development,Research Scientist,1,3,4,2,3,2,2708,3,3,No,8,0,No,0
33,25–34,Male,Divorced,Research & Development,Manager,3,4,1,2,3,2,3162,3,2,Yes,4,4,Yes,1
34,25–34,Female,Married,Sales,Sales Executive,4,1,1,1,3,2,9556,5,3,No,1,2,Yes,1
48,45+,Male,Married,Research & Development,Manager,1,2,1,3,3,3,1000,2,7,No,10,0,No,0
42,35–44,Male,Single,Sales,Sales Representative,3,4,1,3,3,4,3968,1,4,No,29,2,No,0
26,25–34,Male,Single,Sales,Manager,3,1,2,3,3,3,8885,4,0,No,5,4,No,0
39,35–44,Male,Single,Research & Development,Laboratory Technician,1,2,4,2,3,1,3962,10,4,No,11,0,No,0
41,35–44,Female,Married,Research & Development,Manager,3,2,3,4,3,3,5556,6,7,No,6,6,Yes,1
47,45+,Male,Single,Research & Development,Laboratory Technician,1,2,4,3,4,4,9476,2,3,No,5,0,Yes,1
51,45+,Male,Divorced,Research & Development,Laboratory Technician,2,4,4,4,3,2,8186,16,1,Yes,4,5,No,0
27,25–34,Male,Married,Research & Development,Healthcare Representative,1,2,3,3,3,2,7567,14,2,No,6,4,No,0
29,25–34,Male,Single,Sales,Sales Representative,2,3,4,3,3,5,5143,1,8,No,4,6,No,0
25,25–34,Male,Single,Sales,Sales Representative,2,1,3,2,3,5,7980,0,6,No,12,6,No,0
34,25–34,Female,Married,Research & Development,Research Scientist,2,4,2,2,3,5,6005,8,2,No,18,1,No,0
41,35–44,Female,Divorced,Research & Development,Laboratory Technician,1,2,3,1,3,4,8331,10,4,No,19,0,No,0
45,45+,Male,Married,Human Resources,Human Resources,3,3,3,3,4,2,4512,20,2,Yes,2,5,No,0
36,35–44,Male,Married,Research & Development,Research Scientist,4,4,4,3,3,2,5769,13,9,Yes,20,0,No,0
34,25–34,Female,Married,Research & Development,Laboratory Technician,2,2,4,3,3,3,2540,5,3,Yes,3,5,Yes,1
38,35–44,Male,Single,Research & Development,Research Scientist,1,4,3,3,3,3,6359,4,7,No,3,6,No,0
29,25–34,Male,Divorced,Research & Development,Healthcare Representative,1,3,4,3,3,5,3255,0,2,No,11,3,No,0
55,45+,Male,Married,Human Resources,Human Resources,4,3,1,2,4,4,2043,1,2,Yes,3,6,Yes,1
22,Under 25,Male,Married,Research & Development,Laboratory Technician,1,1,4,2,3,4,7534,3,7,No,1,1,No,0
38,35–44,Male,Married,Research & Development,Research Scientist,1,4,2,3,3,2,7350,5,9,No,4,0,No,0
55,45+,Female,Married,Research & Development,Laboratory Technician,2,4,1,3,3,4,9631,4,9,No,11,4,No,0
37,35–44,Female,Married,Research & Development,Healthcare Representative,3,2,2,3,3,4,4775,8,6,Yes,3,2,Yes,1
35,35–44,Male,Single,Sales,Sales Representative,2,2,3,3,4,2,8132,1,6,Yes,8,4,No,0
33,25–34,Male,Married,Research & Development,Laboratory Technician,1,4,1,2,3,4,8703,4,9,Yes,9,1,No,0
35,35–44,Female,Divorced,Research & Development,Research Scientist,3,4,4,3,3,2,8279,0,1,Yes,11,3,No,0
49,45+,Male,Married,Research & Development,Healthcare Representative,3,4,1,3,3,1,3197,3,6,Yes,20,3,No,0
18,Under 25,Female,Single,Research & Development,Manager,3,3,4,2,3,3,7097,8,9,Yes,5,3,No,0
50,45+,Male,Divorced,Research & Development,Manager,1,4,4,4,3,3,7956,7,9,No,1,5,No,0
24,Under 25,Male,Single,Research & Development,Research Scientist,3,2,2,4,3,1,6528,28,2,No,3,4,Yes,1
34,25–34,Male,Single,Sales,Sales Representative,2,2,3,2,3,3,1000,1,6,No,5,2,Yes,1
33,25–34,Female,Single,Research & Development,Research Scientist,2,3,4,3,3,5,7141,4,3,Yes,11,6,No,0
42,35–44,Male,Married,Sales,Sales Executive,2,4,3,3,3,3,15350,2,7,No,1,6,No,0
22,Under 25,Male,Married,Research & Development,Research Scientist,2,2,3,3,3,4,5059,3,7,No,3,2,Yes,1
41,35–44,Male,Married,Human Resources,Manager,1,3,2,3,3,2,3587,11,5,Yes,13,6,Yes,1
55,45+,Female,Married,Human Resources,Manager,1,3,3,3,3,1,7993,6,2,No,10,5,No,0
24,Under 25,Female,Single,Research & Development,Research Scientist,2,3,4,3,3,2,7749,12,5,Yes,11,0,No,0
38,35–44,Female,Divorced,Research & Development,Laboratory Technician,2,4,2,2,4,2,11270,1,5,No,15,5,No,0
31,25–34,Female,Single,Research & Development,Healthcare Representative,3,4,3,3,3,2,1468,12,2,No,13,2,No,0
40,35–44,Male,Divorced,Sales,Sales Executive,1,1,2,3,4,2,9425,0,3,No,10,2,No,0
37,35–44,Male,Married,Research & Development,Manager,4,4,4,3,3,3,8861,13,1,No,5,0,No,0
31,25–34,Male,Married,Research & Development,Healthcare Representative,2,4,4,4,3,3,5931,2,0,No,29,4,No,0
41,35–44,Male,Married,Research & Development,Research Scientist,2,4,2,3,3,4,7854,2,1,No,7,4,No,0
53,45+,Female,Married,Research & Development,Healthcare Representative,1,3,1,2,4,2,10617,4,6,No,2,1,No,0
35,35–44,Female,Single,Research & Development,Healthcare Representative,3,4,1,3,3,3,9989,16,9,Yes,3,4,No,0
43,35–44,Male,Divorced,Sales,Sales Executive,3,1,3,3,3,1,1927,0,4,Yes,10,3,Yes,1
25,25–34,Female,Single,Research & Development,Manager,4,2,3,2,4,3,9780,2,8,No,23,3,No,0
28,25–34,Female,Single,Sales,Sales Representative,2,4,4,4,4,1,6241,11,2,No,1,1,No,0
41,35–44,Male,Married,Research & Development,Healthcare Representative,1,2,3,2,3,5,6791,3,1,No,1,2,No,0
50,45+,Male,Married,Research & Development,Laboratory Technician,3,1,2,3,4,4,6792,1,3,Yes,19,1,No,0
40,35–44,Male,Single,Research & Development,Research Scientist,3,4,4,3,3,3,5899,3,1,No,22,0,No,0
34,25–34,Male,Divorced,Research & Development,Healthcare Representative,4,4,3,1,3,1,11266,2,6,Yes,2,1,No,0
36,35–44,Male,Divorced,Sales,Manager,1,1,3,4,3,3,6165,14,9,No,4,1,No,0
25,25–34,Male,Married,Sales,Sales Representative,3,4,1,3,3,4,2021,8,5,No,9,5,No,0
42,35–44,Male,Married,Research & Development,Healthcare Representative,1,3,2,3,3,2,4925,4,7,No,3,3,No,0
44,35–44,Female,Married,Research & Development,Research Scientist,2,3,4,2,3,3,7214,26,4,Yes,18,0,No,0
32,25–34,Male,Married,Sales,Manager,1,4,3,2,3,4,11416,3,1,No,1,5,No,0
32,25–34,Male,Married,Sales,Sales Representative,3,3,2,3,3,4,8912,0,3,No,1,0,No,0
39,35–44,Female,Divorced,Research & Development,Laboratory Technician,2,2,3,2,4,4,3097,1,0,No,2,1,No,0
33,25–34,Male,Divorced,Sales,Manager,1,2,4,3,3,4,16440,3,1,No,3,5,No,0
36,35–44,Male,Divorced,Research & Development,Manager,2,3,2,4,4,4,7559,1,3,No,1,5,No,0
55,45+,Female,Single,Research & Development,Manager,2,3,3,3,4,3,11601,17,5,No,1,0,No,0
34,25–34,Male,Single,Sales,Manager,1,4,4,4,4,3,5893,8,3,No,12,0,No,0
33,25–34,Female,Single,Sales,Sales Executive,1,4,1,3,3,4,8633,1,3,Yes,1,4,No,0
31,25–34,Male,Married,Human Resources,Human Resources,2,3,4,3,3,4,9857,5,9,No,22,6,No,0
43,35–44,Male,Single,Research & Development,Laboratory Technician,3,4,3,3,3,5,11372,7,9,No,4,0,No,0
35,35–44,Male,Married,Research & Development,Laboratory Technician,2,2,3,3,3,1,10729,17,1,Yes,9,5,No,0
31,25–34,Male,Married,Research & Development,Research Scientist,2,1,2,3,3,3,9988,12,8,Yes,2,2,Yes,1
48,45+,Female,Married,Human Resources,Manager,4,4,2,3,3,2,5239,4,9,No,2,0,No,0
49,45+,Female,Married,Human Resources,Manager,1,1,4,2,3,2,4213,8,7,Yes,7,3,Yes,1
31,25–34,Female,Divorced,Research & Development,Manager,3,2,2,3,4,2,7830,4,7,No,7,4,Yes,1
20,Under 25,Female,Single,Research & Development,Laboratory Technician,2,4,3,3,4,4,10232,4,4,Yes,13,3,Yes,1
46,45+,Male,Single,Sales,Sales Executive,4,3,1,4,3,1,5609,0,2,No,12,6,No,0
30,25–34,Female,Divorced,Research & Development,Manager,2,4,1,4,3,4,10760,0,5,No,9,3,No,0
44,35–44,Female,Married,Research & Development,Healthcare Representative,3,2,4,2,3,4,12310,4,8,No,5,2,No,0
19,Under 25,Female,Married,Research & Development,Manager,1,1,3,3,4,2,2834,1,7,No,19,4,No,0
45,45+,Female,Single,Research & Development,Research Scientist,4,2,4,3,3,2,3152,0,6,No,8,6,No,0
26,25–34,Male,Single,Sales,Manager,2,3,1,3,3,3,5938,7,7,No,29,1,No,0
43,35–44,Male,Married,Research & Development,Manager,2,2,3,3,3,4,7730,0,3,Yes,15,5,No,0
37,35–44,Female,Divorced,Sales,Sales Executive,1,3,2,3,3,4,4401,5,5,Yes,1,5,Yes,1
28,25–34,Male,Divorced,Research & Development,Manager,4,4,4,3,4,4,11908,4,4,Yes,3,0,No,0
33,25–34,Male,Married,Sales,Sales Executive,3,4,4,3,3,5,8196,20,1,No,7,5,No,0
43,35–44,Female,Married,Sales,Sales Executive,1,2,1,2,3,3,6657,3,7,Yes,11,2,No,0
37,35–44,Male,Divorced,Sales,Sales Representative,1,3,4,3,4,4,1000,0,2,Yes,7,5,Yes,1
42,35–44,Male,Married,Research & Development,Laboratory Technician,2,3,2,3,4,4,1236,4,4,No,13,2,No,0
54,45+,Male,Married,Research & Development,Manager,1,4,3,4,4,4,7624,11,7,No,2,1,No,0
22,Under 25,Female,Divorced,Research & Development,Manager,2,4,4,3,3,1,1000,34,8,No,1,2,Yes,1
51,45+,Male,Divorced,Human Resources,Manager,5,2,4,2,3,5,10550,3,8,Yes,1,1,No,0
37,35–44,Female,Divorced,Research & Development,Healthcare Representative,3,4,4,3,3,3,5867,2,4,Yes,7,1,No,0
28,25–34,Male,Single,Sales,Sales Executive,4,2,2,2,3,4,19472,14,1,No,10,1,Yes,1
25,25–34,Male,Married,Research & Development,Healthcare Representative,2,1,1,4,3,2,15731,1,6,Yes,3,2,No,0
35,35–44,Male,Divorced,Sales,Manager,3,1,1,1,3,3,5774,5,6,No,8,6,Yes,1
45,45+,Female,Single,Human Resources,Manager,2,3,3,3,3,2,6074,3,7,No,1,1,No,0
35,35–44,Male,Divorced,Sales,Sales Executive,2,3,4,3,4,2,10482,0,7,No,1,6,No,0
50,45+,Female,Single,Human Resources,Human Resources,2,1,1,3,3,2,13312,2,4,Yes,10,2,No,0
23,Under 25,Female,Divorced,Sales,Manager,2,3,3,2,4,4,1000,1,0,No,4,4,Yes,1
36,35–44,Female,Married,Research & Development,Healthcare Representative,5,2,2,3,3,1,1000,6,3,No,10,1,Yes,1
25,25–34,Female,Single,Research & Development,Healthcare Representative,2,3,2,3,3,3,4011,17,3,No,16,2,No,0
40,35–44,Male,Married,Human Resources,Human Resources,3,2,3,3,3,2,8830,1,2,No,17,2,No,0
44,35–44,Male,Married,Sales,Sales Representative,3,1,3,4,3,3,8487,10,7,Yes,1,6,No,0
33,25–34,Female,Married,Research & Development,Manager,2,3,4,3,3,2,10779,0,2,Yes,5,2,Yes,1
18,Under 25,Female,Married,Human Resources,Manager,2,2,1,3,4,2,1701,4,4,No,11,0,Yes,1
38,35–44,Female,Divorced,Research & Development,Manager,2,3,4,3,3,3,1000,0,1,No,13,6,No,0
40,35–44,Female,Married,Research & Development,Research Scientist,1,2,1,2,4,3,9932,16,5,No,13,6,No,0
40,35–44,Female,Married,Research & Development,Healthcare Representative,3,3,2,4,3,2,3187,8,5,No,2,0,No,0
48,45+,Male,Single,Research & Development,Manager,4,1,3,3,4,2,1000,6,7,No,1,1,No,0
27,25–34,Female,Divorced,Research & Development,Laboratory Technician,1,3,4,2,3,2,7080,10,7,No,8,5,No,0
43,35–44,Female,Single,Research & Development,Healthcare Representative,4,4,2,3,3,5,9672,6,0,No,12,4,No,0
47,45+,Female,Married,Research & Development,Research Scientist,1,1,2,3,3,3,6011,20,4,Yes,3,5,Yes,1
20,Under 25,Male,Divorced,Sales,Manager,2,3,3,3,3,3,4668,7,1,No,1,1,No,0
39,35–44,Female,Single,Sales,Manager,2,1,2,3,4,2,5862,15,9,Yes,11,3,No,0
32,25–34,Female,Married,Human Resources,Human Resources,1,3,4,2,3,3,5017,4,4,No,3,3,No,0
36,35–44,Male,Single,Research & Development,Healthcare Representative,1,2,4,3,3,1,1107,0,9,No,1,4,No,0
40,35–44,Female,Married,Research & Development,Laboratory Technician,2,3,1,3,3,1,3641,4,8,No,1,6,Yes,1
32,25–34,Male,Married,Research & Development,Laboratory Technician,1,3,3,2,3,3,8585,0,3,Yes,3,4,No,0
30,25–34,Female,Divorced,Sales,Manager,1,4,4,3,3,3,7786,5,7,No,8,4,No,0
37,35–44,Male,Divorced,Sales,Sales Executive,1,3,2,2,3,2,7172,3,0,Yes,3,0,Yes,1
27,25–34,Male,Married,Research & Development,Research Scientist,1,3,3,3,3,3,2519,5,7,No,1,0,Yes,1
27,25–34,Male,Married,Research & Development,Laboratory Technician,1,3,1,3,3,5,5773,0,5,Yes,1,3,No,0
43,35–44,Female,Married,Research & Development,Research Scientist,2,4,3,3,3,3,1000,1,7,No,3,4,Yes,1
26,25–34,Male,Married,Sales,Sales Representative,3,4,1,2,3,3,7213,4,5,No,9,2,No,0
42,35–44,Female,Married,Human Resources,Human Resources,1,2,4,2,4,5,12215,18,2,No,1,5,Yes,1
41,35–44,Female,Divorced,Human Resources,Manager,1,4,2,2,4,4,1000,2,7,No,7,3,No,0
21,Under 25,Female,Married,Research & Development,Laboratory Technician,3,3,2,2,3,3,4156,3,4,Yes,1,4,No,0
30,25–34,Male,Single,Research & Development,Manager,1,4,4,3,3,4,7816,7,9,Yes,2,2,No,0
47,45+,Female,Married,Research & Development,Research Scientist,3,4,1,3,3,2,11511,5,4,No,1,4,Yes,1
28,25–34,Female,Married,Research & Development,Laboratory Technician,1,1,3,3,3,3,4707,2,6,No,1,6,No,0
